 1119 2251
 1026 1030 1
 1027 1031 1
 1027 1041 6
 1028 1032 1
 1029 1033 1
 1029 1048 9
 1031 1034 1
 1031 1042 6
 1032 1035 1
 1033 1036 1
 1033 1051 9
 1034 1037 1
 1034 1043 6
 1035 1039 2
 1036 1038 1
 1036 1053 9
 1037 1047 6
 1038 1044 5
 1038 1054 9
 1039 1040 1
 1040 1041 1
 1041 1042 1
 1042 1043 1
 1043 1047 1
 1045 1048 1
 1045 1055 6
 1046 1049 1
 1046 1050 1
 1047 1064 13
 1048 1051 1
 1048 1057 6
 1049 1052 1
 1050 1052 1
 1051 1053 1
 1051 1058 6
 1052 1059 6
 1053 1054 1
 1053 1060 6
 1054 1062 6
 1055 1057 1
 1055 1063 5
 1057 1058 1
 1058 1060 1
 1060 1062 1
 1062 1065 5
 1062 1066 5
 1067 1068 1
 1068 1069 1
 1 1070 100000
 2 1070 100000
 3 1070 100000
 4 1070 100000
 5 1071 100000
 6 1071 100000
 7 1071 100000
 8 1071 100000
 9 1072 100000
 10 1072 100000
 11 1072 100000
 12 1072 100000
 13 1072 100000
 14 1073 100000
 15 1073 100000
 16 1074 100000
 17 1074 100000
 18 1075 100000
 19 1075 100000
 20 1076 100000
 21 1076 100000
 22 1077 100000
 23 1077 100000
 24 1077 100000
 25 1077 100000
 26 1077 100000
 27 1077 100000
 28 1077 100000
 29 1077 100000
 30 1078 100000
 31 1078 100000
 32 1078 100000
 33 1078 100000
 34 1079 100000
 35 1079 100000
 36 1079 100000
 37 1079 100000
 38 1079 100000
 39 1080 100000
 40 1080 100000
 41 1080 100000
 42 1080 100000
 43 1080 100000
 44 1081 100000
 45 1081 100000
 46 1082 100000
 47 1082 100000
 48 1083 100000
 49 1083 100000
 50 1084 100000
 51 1084 100000
 52 1084 100000
 53 1084 100000
 54 1084 100000
 55 1084 100000
 56 1084 100000
 57 1084 100000
 58 1085 100000
 59 1085 100000
 60 1085 100000
 61 1085 100000
 62 1085 100000
 63 1086 100000
 64 1086 100000
 65 1086 100000
 66 1086 100000
 67 1086 100000
 68 1087 100000
 69 1087 100000
 70 1088 100000
 71 1088 100000
 72 1089 100000
 73 1089 100000
 74 1090 100000
 75 1090 100000
 76 1090 100000
 77 1090 100000
 78 1091 100000
 79 1091 100000
 80 1091 100000
 81 1091 100000
 82 1092 100000
 83 1092 100000
 84 1092 100000
 85 1092 100000
 86 1092 100000
 87 1092 100000
 88 1092 100000
 89 1092 100000
 90 1093 100000
 91 1093 100000
 92 1093 100000
 93 1093 100000
 94 1093 100000
 95 1094 100000
 96 1094 100000
 97 1094 100000
 98 1094 100000
 99 1094 100000
 100 1095 100000
 101 1095 100000
 102 1096 100000
 103 1096 100000
 104 1097 100000
 105 1097 100000
 106 1098 100000
 107 1098 100000
 108 1098 100000
 109 1098 100000
 110 1099 100000
 111 1099 100000
 112 1099 100000
 113 1099 100000
 114 1100 100000
 115 1100 100000
 116 1101 100000
 117 1101 100000
 118 1102 100000
 119 1102 100000
 120 1103 100000
 121 1103 100000
 122 1103 100000
 123 1103 100000
 124 1103 100000
 125 1103 100000
 126 1104 100000
 127 1104 100000
 128 1105 100000
 129 1105 100000
 130 1106 100000
 131 1106 100000
 132 1106 100000
 133 1106 100000
 134 1107 100000
 135 1107 100000
 136 1107 100000
 137 1107 100000
 138 1107 100000
 139 1108 100000
 140 1108 100000
 141 1109 100000
 142 1109 100000
 143 1110 100000
 144 1110 100000
 145 1111 100000
 146 1111 100000
 147 1111 100000
 148 1112 100000
 149 1112 100000
 150 1112 100000
 151 1112 100000
 152 1113 100000
 153 1113 100000
 154 1113 100000
 155 1113 100000
 156 1114 100000
 157 1114 100000
 158 1115 100000
 159 1115 100000
 160 1116 100000
 161 1116 100000
 162 1117 100000
 163 1117 100000
 164 1118 100000
 165 1118 100000
 166 1119 100000
 167 1070 100000
 168 1077 100000
 169 1077 100000
 170 1077 100000
 171 1077 100000
 172 1078 100000
 173 1078 100000
 174 1078 100000
 175 1078 100000
 176 1078 100000
 177 1078 100000
 178 1078 100000
 179 1078 100000
 180 1079 100000
 181 1079 100000
 182 1079 100000
 183 1079 100000
 184 1079 100000
 185 1079 100000
 186 1079 100000
 187 1084 100000
 188 1084 100000
 189 1084 100000
 190 1084 100000
 191 1084 100000
 192 1084 100000
 193 1085 100000
 194 1085 100000
 195 1085 100000
 196 1085 100000
 197 1085 100000
 198 1085 100000
 199 1085 100000
 200 1090 100000
 201 1090 100000
 202 1090 100000
 203 1090 100000
 204 1090 100000
 205 1090 100000
 206 1090 100000
 207 1090 100000
 208 1092 100000
 209 1092 100000
 210 1092 100000
 211 1092 100000
 212 1092 100000
 213 1093 100000
 214 1093 100000
 215 1093 100000
 216 1093 100000
 217 1093 100000
 218 1093 100000
 219 1093 100000
 220 1098 100000
 221 1098 100000
 222 1098 100000
 223 1098 100000
 224 1098 100000
 225 1098 100000
 226 1098 100000
 227 1098 100000
 228 1103 100000
 229 1103 100000

50

  1070
  1071
  1072
  1073
  1074
  1075
  1076
  1077
  1078
  1079
  1080
  1081
  1082
  1083
  1084
  1085
  1086
  1087
  1088
  1089
  1090
  1091
  1092
  1093
  1094
  1095
  1096
  1097
  1098
  1099
  1100
  1101
  1102
  1103
  1104
  1105
  1106
  1107
  1108
  1109
  1110
  1111
  1112
  1113
  1114
  1115
  1116
  1117
  1118
  1119
  
50

  1070
  1071
  1072
  1073
  1074
  1075
  1076
  1077
  1078
  1079
  1080
  1081
  1082
  1083
  1084
  1085
  1086
  1087
  1088
  1089
  1090
  1091
  1092
  1093
  1094
  1095
  1096
  1097
  1098
  1099
  1100
  1101
  1102
  1103
  1104
  1105
  1106
  1107
  1108
  1109
  1110
  1111
  1112
  1113
  1114
  1115
  1116
  1117
  1118
  1119

