 5000    7000
 1278    3827       1
 1279     799      38
 1279    2504      29
 1279    3281      44
 1279    4065      58
 1280    2673      46
 1281     250      24
 1284    3310      17
 1285     273       3
 1285    1246      59
 1286    1171      57
 1286    3962      25
 1286    4693      15
 1287    2465      52
 1287    3840      47
 1288     298      14
 1288    4325      45
 1289     782      12
 1289    1848      40
 1289    2481      56
 1289    3734      48
 1290     259       6
 1290     582      42
 1290    3492      25
 1290    3801      38
 1291    4595      35
 1292    3077       9
 1293    2352       5
 1294    4781      24
 1295    3104      17
 1295    3194      26
 1296    1529      26
 1296    3353      28
 1296    4032       3
 1297    2224      25
 1297    2518      39
 1297    4376      12
 1298    3331      24
 1303    2314      51
 1303    3880      59
 1303    4309      26
 1305     938      42
 1305    3124       4
 1305    3197       5
 1307    2482      20
 1310    4392      47
 1310    4895      38
 1312    1579      38
 1312    2022      38
 1312    2522      10
 1312    3382      49
 1314    2327      55
 1315    1010      48
 1315    3082      46
 1316    2607      45
 1316    2820      59
 1316    3303      37
 1317    3999      38
 1318      47      46
 1319    2611      27
 1319    2726      33
 1320    3862      53
 1321    3667       5
 1322       9      60
 1322    3698      43
 1322    4419      10
 1324    2586       6
 1325    3632      28
 1326     465       9
 1327    1369      21
 1327    4054       2
 1328    2392      57
 1330    1966      37
 1330    2670      48
 1331    2266      14
 1331    3969      22
 1332    2870      46
 1333     897      37
 1333    1089      30
 1333    3928      57
 1334     815      43
 1334    2391      26
 1335      40       3
 1335    1112      31
 1336    2687      46
 1336    3334      21
 1336    4294      44
 1338    1542      33
 1339     169      33
 1340    4073       2
 1342    1461      36
 1343    3452      60
 1344    4261       6
 1345    3626      25
 1345    3691      55
 1346      75      44
 1346    3119      38
 1346    3914      51
 1346    4830       8
 1348     487      17
 1348    2082       6
 1348    2450      48
 1348    3571      40
 1348    4826      57
 1349      83      36
 1349    1760      19
 1349    2093      30
 1350    4507      39
 1352    1414      56
 1352    1970      56
 1352    4782      23
 1353    1861      60
 1353    3149      60
 1354    2494      54
 1355    1836      21
 1356    1566      13
 1357     436      50
 1357    3521       4
 1357    4234      34
 1358    3580      52
 1359    2764      34
 1360    1394      56
 1360    3294      38
 1361    4322       3
 1364     108      27
 1364     643      22
 1364    4788      52
 1365    4776      51
 1366    2677      40
 1367    1745      36
 1367    3196      58
 1368    4322      46
 1368    4964      35
 1369     924      52
 1369    1969       5
 1369    3373      33
 1369    4667      55
 1370    2449      13
 1371     207      53
 1373     569       4
 1373    1008       3
 1374     202      43
 1375     263      32
 1375    4053      34
 1375    4056      28
 1376    1696       5
 1377    1150      47
 1377    1470      48
 1377    1955      60
 1377    2151      18
 1377    2255      21
 1379    3081      32
 1379    4093      40
 1380    1017      17
 1380    2089      15
 1381     338      24
 1382      65      31
 1382    1540      20
 1383     698      59
 1383    1063      47
 1384    2828      26
 1386     219       5
 1386    2274       4
 1387     425      43
 1388    1142       1
 1388    1918      15
 1389    2013      19
 1389    4918      10
 1392    3133      52
 1393    2840      27
 1393    3330      12
 1393    4923      42
 1394    1214      36
 1394    4503      12
 1395    1543       7
 1395    3150      33
 1396    1423      53
 1398       8      20
 1398     340      16
 1398    1768      38
 1399    1227      13
 1399    1987      40
 1400    2557      41
 1400    3207      56
 1402    1493      43
 1403    4643      58
 1405    1291      58
 1405    3477      22
 1407    1523      56
 1408    1371       9
 1408    4246      47
 1408    4662      26
 1409     705      45
 1409    3541      25
 1410    3143      11
 1410    3234      37
 1410    3968      44
 1411     143      36
 1411     293      23
 1412     357      47
 1412    2415      51
 1412    4128      11
 1412    4155      28
 1413     481      30
 1413    3731      31
 1414    1279      44
 1414    3735      58
 1415    2695      43
 1415    4586       2
 1415    4667      25
 1416     660       3
 1416    1827      38
 1416    4030      58
 1420    1660      41
 1421    1858       1
 1421    1893      22
 1421    2875      31
 1421    3367      15
 1422    3881      31
 1422    4425      59
 1424    4981      31
 1425    1065      36
 1425    2542      59
 1427    3492      51
 1428     709      27
 1428     909      47
 1428    1064      59
 1428    4229      57
 1430     264      59
 1430    3128      16
 1431     692      57
 1431    4177      54
 1432    1399      45
 1433      92      31
 1433    3077      23
 1436    3003      10
 1436    3840      14
 1437    3993      44
 1439    3364      43
 1441    4864      49
 1442    1065       8
 1442    3143       8
 1444    1710       3
 1446    3187      48
 1447    1229      39
 1447    4387      48
 1448    2645      35
 1449      99      44
 1449    2504       2
 1449    3284      56
 1450     795      12
 1451     671      45
 1453    2289      30
 1454    2763      17
 1454    4274       8
 1455    4135      33
 1456    3956      21
 1457     546      39
 1457     791      57
 1458    3719       2
 1458    4038      34
 1459     628       8
 1459    1096      35
 1459    3090      18
 1459    4515      27
 1460    4213      48
 1461    1568      11
 1461    2986       7
 1461    4716      60
 1465    1241       3
 1465    3731      23
 1466    4833      29
 1467    3658      41
 1468    3194       5
 1468    3518      48
 1469     550      13
 1469    1638      39
 1470    1383      58
 1470    4977      37
 1471     797      11
 1471    4095      59
 1474    1181      45
 1474    1628      42
 1476    4287      27
 1476    4339      42
 1477     681      11
 1478      57       6
 1478    3968      44
 1479    1689      20
 1479    3615      36
 1480     842      42
 1480    1735      14
 1481    3430      59
 1482    1436       8
 1482    4890      29
 1483    4912      31
 1484    2554      28
 1484    3644      49
 1484    3682      51
 1485      87      24
 1486    4010      47
 1486    4245      43
 1488    1569      48
 1488    3242      58
 1488    4095      30
 1489    2106       5
 1489    3326      15
 1490    3207      48
 1492    2996      42
 1493    3383      27
 1493    4291      13
 1494    1069      26
 1494    2361      40
 1494    3635       7
 1494    4267      60
 1495     382       3
 1496    4758      34
 1497    1523      12
 1498    1778      50
 1498    2778      10
 1499     899      34
 1502    2288      60
 1502    4282      11
 1503     685      56
 1504      81      47
 1504    2235      13
 1504    3966      24
 1504    4010      37
 1506    1097       5
 1507    3985      60
 1507    4120       1
 1507    4475      28
 1508    1022      13
 1508    1972       2
 1510    1999       9
 1510    3727      52
 1512     341       9
 1513    2031      19
 1515    1146      29
 1516    4991      51
 1517    1188      20
 1518    3243      32
 1519    3778      26
 1519    3880      22
 1520     420      25
 1520    1041      55
 1520    3353      16
 1521    4343      47
 1521    4371      41
 1523    4578      47
 1524    4942      39
 1525    1705      29
 1525    4742      57
 1526     559       8
 1526    2015      58
 1526    2486      35
 1526    4741       6
 1527    2025      34
 1528    3392      46
 1529    2111      24
 1530     175      10
 1533     445      46
 1533    2076      43
 1533    4733      22
 1537    1927      27
 1537    4382      58
 1537    4405       8
 1537    4456      34
 1537    4527      16
 1538    2530       9
 1538    3475      41
 1538    4795      54
 1539    3041      53
 1539    3324       6
 1539    4910      16
 1540    3224      56
 1542    3744       5
 1543     737      56
 1544     727      49
 1544    2048      36
 1545    2323      58
 1545    3447      42
 1546    1876      11
 1546    3870      22
 1546    4124       6
 1546    4176      16
 1548    2406      28
 1548    3496      29
 1548    4841      49
 1552    1318      29
 1553     219      40
 1553    2120      55
 1555    3836       8
 1557     476      12
 1557    1816      60
 1557    4592      30
 1559    3249      23
 1560    4803      57
 1561      60       8
 1561    2539      31
 1562    4578      49
 1564    1971      44
 1564    3579      17
 1564    4740       7
 1566    1461      60
 1566    2342      47
 1566    3563      60
 1567    3700       5
 1569    2876      18
 1569    4578       6
 1571     745      12
 1571    4133      45
 1572     506      47
 1572    1291      24
 1572    4182       2
 1573    4235      41
 1573    4273      14
 1573    4784      21
 1574    1621       3
 1575    1973      27
 1575    4457      52
 1576    1310      47
 1576    4214      57
 1577    1672      32
 1577    3644      46
 1578      75      22
 1578    3035       8
 1579    1824      60
 1580    4852       5
 1582    3531      28
 1583     994      59
 1583    2739       4
 1583    4507      35
 1584    1498      47
 1584    4685       6
 1585     709       6
 1585    2447      49
 1587     275      41
 1587    2274      59
 1588    2488      26
 1588    3037      11
 1589    1558      40
 1590    2937      16
 1591     998      39
 1591    2648      36
 1591    2756      21
 1593    1394      19
 1594     491      46
 1595    3722      46
 1596    1455      57
 1597    2419      19
 1597    4504      57
 1598    1301      32
 1598    3039      59
 1598    3492      39
 1598    3782       4
 1598    4136       9
 1598    4726      19
 1600     205       8
 1601    1976      49
 1601    3526      40
 1602      79      28
 1602     280      29
 1602    3637      49
 1603    1970      56
 1603    2156      55
 1604      11      17
 1605    3451      59
 1606    2095      20
 1606    3818      35
 1607      50      22
 1607     266      19
 1607     844      37
 1607    2231       6
 1608    2024      19
 1608    4528      14
 1608    4674       4
 1608    4990      38
 1609    1425      25
 1609    1615      19
 1611    2274      37
 1611    3746       4
 1611    4510      39
 1612     330      24
 1612     630      60
 1612    1619      52
 1612    3373      60
 1613    3509      36
 1616    3022      33
 1616    3713      18
 1619    4108       1
 1621    2724      28
 1621    3076      14
 1622    2855       2
 1622    3805       5
 1622    3809      39
 1623    1205       3
 1624    2026      60
 1624    2893      36
 1624    3552      56
 1625       9      47
 1625     428      56
 1625    3663       9
 1628     391      57
 1629    1249      26
 1631    3690       1
 1633    1373      26
 1633    4758      59
 1634    1046      27
 1634    1646      39
 1634    2962      18
 1634    3044      51
 1635    1000      46
 1636    1910      45
 1636    4331      11
 1638    1088      48
 1638    4134      28
 1639    3770       1
 1639    4008      37
 1640     101      52
 1640    1727      33
 1640    2069      18
 1640    2906      36
 1640    4259      25
 1641    4876      20
 1642    1512      20
 1643    1016      42
 1643    4268       1
 1644    4244      53
 1644    4840      27
 1645     179      47
 1645    1272      17
 1645    1308       3
 1645    2313      13
 1645    2420      35
 1645    4378      12
 1646     549      20
 1646    4151      16
 1647    3716      20
 1649    1497      60
 1649    2313      37
 1650     751      36
 1650    1652      53
 1651    1074      13
 1652    1983      18
 1653    3348      52
 1653    3510      51
 1656    1179       8
 1657    2373       1
 1657    4587      32
 1658    2752      14
 1658    4411      21
 1658    4625      26
 1659     808      12
 1660    4457       6
 1661    3608       3
 1661    3704      10
 1661    4747      31
 1662    1605      54
 1664     901      57
 1666    4721      58
 1667    2554       4
 1669    1566       5
 1670     824      30
 1670    1637      21
 1670    1770      24
 1670    3479      29
 1671    3223      44
 1672    1047      39
 1672    3412       5
 1673    3063      23
 1674    2472      18
 1674    3040      17
 1674    4056       4
 1674    4080       3
 1675     838       4
 1675    1161      44
 1675    1353      56
 1675    2042      46
 1675    4284       9
 1675    4960       5
 1677    1293      53
 1677    4334      52
 1678    1553      43
 1678    3877      32
 1679    1289      54
 1679    1571       8
 1679    4048      52
 1679    4872      51
 1680     303      40
 1680    1578      38
 1680    2656      20
 1683    4391      48
 1684    2171       6
 1684    3625      51
 1685    2181      51
 1686     908      13
 1686    3212      35
 1688    1699      45
 1688    4083      51
 1689    2211      41
 1690    3285      15
 1691    2774       4
 1693    2812      44
 1694    2861      59
 1694    4572      45
 1695    1136      57
 1695    3476      16
 1695    4578      13
 1695    4963      42
 1696     768       8
 1696    4521      10
 1697    2091      31
 1697    2391      27
 1697    4622       5
 1698    4016      30
 1699     531      55
 1699    2663       5
 1700    1553      22
 1705    1448      60
 1705    2819       8
 1706    1658      31
 1707    3456      58
 1707    3584      52
 1709     590      23
 1709    1592      25
 1709    4478      31
 1710     492      13
 1710    3954       6
 1712    1205      56
 1712    4146      27
 1713     508      52
 1713    4994      58
 1714     139      40
 1714    2268      46
 1715    4810      28
 1716    1600      35
 1717     121      16
 1717    2537      33
 1717    4314      33
 1718    2137      13
 1718    2561      38
 1720    1667      60
 1721    2209      40
 1722     346      16
 1722    1526       7
 1724    1034      22
 1724    2614      37
 1724    4960       7
 1725     756      26
 1726     875      21
 1727    2451      46
 1727    3033      29
 1728     475       6
 1728    2104      13
 1729    2678      18
 1729    2995      24
 1729    4903      46
 1730    1635      54
 1731      60      37
 1731     594      19
 1731    3899       3
 1732    1519      21
 1732    2080       3
 1732    2501      21
 1732    3034       5
 1733     278      18
 1733     874      19
 1733    3139      40
 1734    3845      53
 1735    4133       4
 1736    3161      58
 1737     455      38
 1737    1964      53
 1739    4508       5
 1740     155      33
 1740    1548      52
 1740    3295       6
 1741     692      20
 1743    2309      24
 1744    3902      31
 1744    4180      21
 1746     943      10
 1746    2022       4
 1748    3197      47
 1748    4852       4
 1750    4454      14
 1753    2260       8
 1753    4681      35
 1754    1332      31
 1756    1844      30
 1757     681      60
 1758     908       5
 1759    1675      21
 1759    1872      53
 1759    4192       4
 1760    2223      26
 1760    4135      28
 1760    4556      13
 1761    2426      31
 1762    4964       3
 1763    2962      40
 1765    2229       6
 1765    3052       7
 1766    2703      47
 1766    5000      25
 1767    4282      16
 1768    4781      40
 1769     378       1
 1769    2876      20
 1770    2880      37
 1771    4323      57
 1772     161      55
 1772     972      12
 1772    2718      23
 1772    2772      38
 1773    1021      43
 1773    1383       7
 1773    1951      45
 1773    4502      53
 1774    1656      42
 1774    2019       4
 1774    2456      48
 1775    2300      49
 1776     817       4
 1776    3172       2
 1776    4945      55
 1777     391      47
 1777    1492      58
 1777    3365      10
 1778    4210      34
 1781    3381      11
 1781    3607       6
 1782    1076      42
 1783    4403      16
 1785    1922      17
 1785    1981      32
 1786    2352      12
 1788    3952      16
 1789     492      45
 1789     789       8
 1789    1528      18
 1790     570      45
 1790    4798      21
 1792    2569      48
 1792    3273       6
 1792    3834      36
 1793      91       2
 1793     901       6
 1793    2742      32
 1793    4936      52
 1794    4056       9
 1794    4370       1
 1795    3961      54
 1796    1377      58
 1796    3866      40
 1796    4104      54
 1797    1496      30
 1798    3349      22
 1801     656      35
 1801     733      40
 1801    2470      45
 1801    2790      32
 1802    3602      21
 1802    4332      33
 1803    1844      24
 1805     321      22
 1805    2478      30
 1807     398       1
 1807     552      45
 1807    3453      50
 1808     561      57
 1808    1515      52
 1809     897      17
 1810      69      57
 1810    3941      23
 1811    2609       5
 1812    1837      19
 1813    4599       4
 1814     456      25
 1819    3681      55
 1821     941      12
 1821    2895      49
 1822    2199      12
 1822    4507      49
 1826    1675      14
 1826    4918       4
 1827     576       4
 1828    3038      60
 1830    1644      58
 1830    3074      38
 1834     440       8
 1834    1559      35
 1835     158       7
 1835    1102      18
 1835    1643       8
 1835    2396      44
 1835    3833      23
 1836    2423      30
 1836    4121      32
 1837    4260      17
 1837    4557      49
 1838    2447      58
 1838    4183      18
 1840    2017       4
 1840    3072      28
 1840    3711      17
 1840    4194       4
 1842     116      51
 1842    2135      22
 1842    2393      52
 1842    2522      57
 1843     877      30
 1843    1037      23
 1843    1181      34
 1843    3697      10
 1843    4073      32
 1844    2554      25
 1845    2117      46
 1846    1689      31
 1847    4805      58
 1848    2479      59
 1848    3175      30
 1848    4863      15
 1849    1237      22
 1849    4201      50
 1850    1783       9
 1850    4073      22
 1850    4220       4
 1850    4292      30
 1851     996      53
 1851    2198      50
 1851    4456      17
 1851    4507      24
 1852     795      51
 1852    3579      37
 1853     452      39
 1853    3101      29
 1853    4210      44
 1854    3313      35
 1855    2191      25
 1856    3156      16
 1856    3230      33
 1858    4125      52
 1859    3828      31
 1861    1271      43
 1861    2188      35
 1861    3197      50
 1862    2658      48
 1863     818      22
 1863     939      15
 1863    1177      51
 1863    2182      21
 1863    3949      30
 1867     307      48
 1867    1687      26
 1867    2633       7
 1867    4395      22
 1868    3719       3
 1869    3707       1
 1870    1415      36
 1875     138      25
 1875    3584      18
 1876    3038      42
 1877     902      54
 1877    1134      44
 1877    1444       2
 1877    1482      27
 1877    3714      48
 1879    3868      44
 1880     592      22
 1880    1970      21
 1880    3916      24
 1881    1147      41
 1882    1377      10
 1882    1825       1
 1882    4823      36
 1883    1124      31
 1883    2260       7
 1883    3029      48
 1883    3267      30
 1884    3237       1
 1884    4039      32
 1886    1456       8
 1888    2938       8
 1889    4761      43
 1891    4121      51
 1891    4704       5
 1893     654      52
 1893    2652      37
 1893    4175      47
 1895     907      16
 1895    3299      31
 1896    1125      14
 1896    1270      32
 1897     117      15
 1898     442      13
 1899     854      15
 1901     382      31
 1901    3103      60
 1901    4715      57
 1902     129      56
 1902    1489      50
 1902    1519      48
 1903     815      29
 1903    1137      59
 1903    2457      32
 1903    2475      25
 1903    4643       6
 1904    1108      24
 1905    1582      26
 1905    2179      23
 1908    2687      28
 1908    2865      35
 1908    3122      52
 1909    2949      23
 1911    4219       6
 1913       6      49
 1913     396      25
 1913    3392      30
 1915    3649      37
 1916    1325      42
 1916    4507      28
 1916    4987       8
 1917    1318      12
 1919     496      26
 1920    2035      57
 1921    4037      39
 1922    2110      31
 1924    3526      38
 1924    4487      31
 1926    3667      34
 1927    3690      53
 1928    1830      39
 1929    2212      12
 1929    3286      15
 1931     837      30
 1931    2797      38
 1932    1747      17
 1932    4110      56
 1932    4908      21
 1933    1552      45
 1933    1781      35
 1935    1696      49
 1936    1767      25
 1936    1792      13
 1936    4284      20
 1937    1121       9
 1939    2513      60
 1941    2610      32
 1941    2726      26
 1941    2827      19
 1942    1881      55
 1942    2588      48
 1942    2698       7
 1942    3407       3
 1943     576      26
 1944    1607      41
 1945    4487      51
 1945    4897      12
 1947    1374      35
 1947    4662       1
 1949    1113      10
 1949    1961      10
 1949    3937      22
 1949    4378      55
 1950    3388      53
 1952     548      45
 1953      36      59
 1953    1968      41
 1953    1994      17
 1953    2189      43
 1953    2284      18
 1953    3791      27
 1953    4105      25
 1956    3866      27
 1958     119      40
 1958    1726      39
 1959    3474      25
 1960     737      43
 1960     858      33
 1961    2470      42
 1961    2586      30
 1962     423      42
 1963      33      50
 1963      44      60
 1963    2672      10
 1964     398      25
 1964    1457      48
 1964    1760      47
 1964    2938       6
 1966     836      27
 1967    3136      56
 1971     451      20
 1971    3206      58
 1972    2761      25
 1973    1383       3
 1973    3264      50
 1974    1339      59
 1974    2023      51
 1974    3717      22
 1976     377      37
 1977     777      26
 1977    1263       2
 1977    2191       1
 1977    2487      53
 1978    3555      52
 1978    4313      60
 1979    3156      36
 1980    4902       3
 1981     943      52
 1982    1388      36
 1982    2389      38
 1982    2554      49
 1985    4250       8
 1987    1947      56
 1987    2183      41
 1988     151      33
 1988    3403      49
 1988    4713      28
 1988    4776      47
 1990    1241      21
 1990    4399      20
 1991    3547      34
 1991    4606      13
 1992     760      37
 1993    1193      28
 1993    4721      54
 1994     714       5
 1994    3815      55
 1996     358       7
 1996    1405      11
 1996    4253      48
 1997     939      21
 1997    3804       5
 1997    4831      52
 1999    4125      46
 2001    2397      12
 2001    4056      30
 2004    4117      35
 2006    4879      34
 2008     581      54
 2008    4946       7
 2009    3026      12
 2009    3850       1
 2010    1495      37
 2011    4602       8
 2012     295      34
 2012    1389       8
 2013    2842      31
 2015    4046      25
 2016    1123      30
 2016    2929      54
 2018     565      56
 2018     974      57
 2019     289      44
 2019    2784      42
 2019    3687      35
 2019    4017       5
 2019    4358      44
 2020    4527       9
 2021    3797      44
 2022    2736      57
 2022    4425      19
 2023     298      43
 2023    2093      54
 2023    2572      19
 2024       3      37
 2025     193      54
 2025    1599       1
 2026    3272      41
 2027    3329      40
 2028     762      60
 2031    1164      30
 2031    2838      56
 2031    4716      15
 2032    1626      30
 2033    2547      15
 2033    2975      56
 2034     749      46
 2034    2456      38
 2035    1818       9
 2037    2312      15
 2037    2611      50
 2037    2754      38
 2037    2828      12
 2037    4210      58
 2038    1325      29
 2039    2227      36
 2040    2428       5
 2040    2552      33
 2040    4258      12
 2043    1239      20
 2043    2122      32
 2044    4022      42
 2044    4452      18
 2045    3400      29
 2045    3933      55
 2047    4068      20
 2047    4449      32
 2049    1505      55
 2050     747      39
 2051      43      46
 2051    3975      25
 2052    1149      39
 2052    4105      48
 2053     968      27
 2053    1484      13
 2054    1513      33
 2054    2126      52
 2054    2563      36
 2054    3330      11
 2056    1875      43
 2056    3379      60
 2059    2594      22
 2059    2711      38
 2060    1078      58
 2060    4003      10
 2061    3859      54
 2061    4499      46
 2063    2250      47
 2064     156      11
 2064     704      28
 2065    2271      27
 2066    2702      13
 2067    3384      53
 2067    4755      17
 2068    1383      16
 2070      34      45
 2070     431      13
 2070    4661      51
 2071    4096      25
 2072    2087      32
 2072    2837      22
 2072    4314      46
 2072    4731      36
 2073     197      13
 2073    1478       3
 2074    2809      13
 2076    4598      23
 2076    4822      43
 2077    3435      55
 2078    1555      13
 2078    3771      10
 2079    1492      50
 2079    1878      47
 2079    4027       4
 2079    4630      16
 2080    1553      13
 2081     717      22
 2082    1971      16
 2084    4601      46
 2085    1427      13
 2086    3058      38
 2087    3403      46
 2087    4542      17
 2088    2533      20
 2088    3078      27
 2088    4462      53
 2089    1028       4
 2089    3331      17
 2089    4764      28
 2091     267      32
 2092    1402      24
 2093    3676      20
 2093    4362      56
 2094     780      21
 2094    4311      55
 2095    4268      44
 2096     835      12
 2097     500      18
 2097    3808       7
 2098    3096      35
 2098    4255       1
 2099    3496      49
 2100    1455      30
 2100    3354      42
 2101    1874      35
 2104    3236       1
 2107     204      15
 2107    1016      34
 2108     327      32
 2108    3624      27
 2109     260      54
 2109    4203      52
 2111     657       1
 2111    1004      16
 2111    1448      16
 2111    4717      14
 2113     883      39
 2113    1754      12
 2114    2516       7
 2114    4223      11
 2115    1714      47
 2115    2164      58
 2115    3015       2
 2116    4497       2
 2117     160      35
 2118    2090      45
 2118    3058      30
 2118    3449      46
 2119    1333      12
 2119    3831      23
 2120    1369      29
 2121    1547      30
 2123     531      17
 2123     961      54
 2123    2269       1
 2123    4181      34
 2123    4633      55
 2124    4210       5
 2124    4435      37
 2125    3287      11
 2126    3201      41
 2126    4344      34
 2126    4760      50
 2127     858      13
 2128     867      26
 2128    1645      29
 2128    3643      36
 2130    1318      60
 2130    1885      30
 2130    3561       1
 2130    4935      17
 2131     377      37
 2131    1698      50
 2134    3363      21
 2134    3576      51
 2135     872      12
 2135    4359       1
 2136    2507      15
 2137     259      27
 2137    1461      39
 2138    1060       9
 2138    4598       7
 2140    4826      54
 2141    2043      55
 2141    4189      37
 2142     133      35
 2142    2023      45
 2142    2360      18
 2142    3691      59
 2144      74      35
 2144    3323      19
 2144    3759      12
 2145    3149      43
 2146    1075       8
 2147    3684      15
 2150    1154      17
 2150    2531      45
 2150    3848      35
 2151    1696       4
 2151    2352      50
 2152    1365      21
 2152    3150      49
 2152    4613      11
 2153    2863      31
 2153    3923      11
 2154    1965      12
 2154    3652      22
 2155    4389      12
 2156    3712       7
 2157    1097      39
 2158     123       2
 2158    1419      31
 2158    4411       4
 2160    1076      10
 2160    3988      34
 2161     228      10
 2162    2144      40
 2163    3215      51
 2165    1276      34
 2165    3042      54
 2166    3693      55
 2167    3274      30
 2169    2061      24
 2170     501      13
 2170    2932      17
 2170    4380      13
 2171    1940      24
 2171    3256      18
 2171    4214      34
 2173     827      57
 2173    1894      57
 2173    2199       3
 2173    2392      60
 2175    3787      55
 2175    4329      12
 2176      38      14
 2176    1184      56
 2177    4232      32
 2178    4442       1
 2179     704      19
 2179    2570      43
 2181    3563      54
 2182     437      42
 2182    1842      23
 2182    3201      46
 2184    2182      60
 2184    3201      44
 2185    2746      27
 2186    2353      20
 2186    2462      21
 2186    2850      39
 2186    3274      27
 2188    2285      33
 2190    2698      39
 2190    4739      46
 2191    1419      18
 2191    1607       5
 2191    4472      14
 2192    2999      22
 2192    4779      25
 2193    1604      38
 2193    3479      30
 2193    4009      13
 2194    1204      18
 2194    1567      32
 2195    2501      15
 2195    3809      30
 2195    4897      14
 2197    1895       8
 2197    4596      11
 2198    3806      57
 2200    2673      47
 2201     288      34
 2201    3005      40
 2202     221      15
 2202    2553      58
 2202    2583      51
 2202    3177      11
 2205    2852      25
 2205    3506       4
 2206     424       5
 2206    1674       7
 2206    3759      41
 2207    4345      54
 2208     239      45
 2208    2248      19
 2208    2554      19
 2208    4567      56
 2209     999      58
 2210     412      46
 2212      35      58
 2212    1991      46
 2212    2934      43
 2213    2295      12
 2213    3289      58
 2213    3369      39
 2214    2330      29
 2215    2900      20
 2217    4530      30
 2219    1543      21
 2220    2145      12
 2220    2693      17
 2220    4375      53
 2220    4920      58
 2222      93      28
 2222     809      34
 2223    2886      40
 2225    2578      29
 2225    4205      22
 2226    1758      16
 2226    2008      36
 2226    2988      19
 2227    3307      15
 2228     455      42
 2229    1291      45
 2230    2362      53
 2230    3298      17
 2230    3704      31
 2230    4078      29
 2230    4258      36
 2232    1137      41
 2233    4029      18
 2235    1959      43
 2235    3762       2
 2237    1654      38
 2237    1941      31
 2238    1105      45
 2238    4446      17
 2239     933      60
 2239     960      40
 2239    2275      59
 2240    1360       8
 2240    3161      55
 2241    4129      35
 2241    4559      59
 2242     227       5
 2242    1863      27
 2242    4321      60
 2242    4604      10
 2243    1307      52
 2243    2164      34
 2243    3281      57
 2245    2537      57
 2245    2750      25
 2246    2117      33
 2247      28       5
 2247     974      34
 2247    2353      26
 2247    4599      56
 2248     433      25
 2248    1171      59
 2248    2300      51
 2248    2687       7
 2248    3083      39
 2249    3111      42
 2249    3742      19
 2249    4666      52
 2250     636      23
 2250    1679      43
 2250    3641      17
 2251    2636      42
 2252    2745      16
 2253    1964      22
 2253    3944      10
 2254    2619      43
 2255    2032      20
 2255    2321       3
 2256    2461      28
 2256    4294      26
 2257    1134      26
 2260    1866      15
 2260    2305      58
 2261    2084      17
 2261    4044       3
 2262    3464      37
 2264    4096      24
 2265     465      18
 2265    1939      11
 2267    1011      52
 2268     592      12
 2269    4635      44
 2270    3305      18
 2270    3626      60
 2270    4679       8
 2271    2262      50
 2272    1826      42
 2273    1482      36
 2273    3834      47
 2273    4965      50
 2274    1938      53
 2275    1223      11
 2275    3240      43
 2276    2003      46
 2277    2073      10
 2278    4457      18
 2279    2649      37
 2280      41       7
 2280    4609      59
 2281     923      51
 2281    1055       4
 2281    1498      47
 2281    4896      10
 2282    2305      58
 2282    2367      10
 2283    2136      32
 2283    4613       2
 2284    2849      24
 2284    2901      59
 2286      15      51
 2287     226      39
 2287     663      17
 2288    1018      29
 2288    4759       2
 2289    3036      54
 2290    3137      39
 2291    1238       4
 2292    4529      57
 2293     299      36
 2293    3287       8
 2293    3671      15
 2293    4970      60
 2295    4436      21
 2296     675      31
 2296    2685       6
 2296    4993      49
 2297     174      44
 2297     335      40
 2299     527       6
 2299    3656      32
 2300     498      52
 2302    1816      40
 2302    3939      39
 2304      99      53
 2304    4154      57
 2304    4526      19
 2304    4911       6
 2305    2142       3
 2307    1031      26
 2307    2026      55
 2308     614      31
 2308    4677      19
 2309    2143      43
 2310    3706      57
 2311     781      13
 2311    3748      34
 2313     102      28
 2313     572      35
 2313    2968      46
 2314     854      18
 2314    2407      50
 2315    4462      19
 2316     125       8
 2317    2946      60
 2317    3901      59
 2318    2151       4
 2319    4735      48
 2320    4142      18
 2321    2968      27
 2321    3643      46
 2323    2003      16
 2324    3671      44
 2324    4635      17
 2325     977      19
 2325    3297      15
 2325    3574      22
 2326     475      25
 2326     860      28
 2326    4984      42
 2328     605      25
 2329    2383      40
 2329    3643      59
 2331    1787      34
 2331    2227      22
 2331    4747      24
 2332    3617       7
 2332    4647      13
 2334    2522      37
 2334    3700      55
 2336    1829      41
 2336    4479      13
 2337    3774      34
 2338     206      31
 2338     418      44
 2338    1349       5
 2338    2171       2
 2338    2460      54
 2339     349      45
 2340    1906      14
 2340    1983       2
 2340    2986      45
 2341     663      16
 2341    3099      19
 2343     443      12
 2343    4955       2
 2347    3030      44
 2348    2897      46
 2349     707      55
 2350    1256      32
 2350    3647      29
 2356    1365      36
 2358    4694      57
 2360     311      54
 2360    3125      44
 2361    2888      51
 2362     176       7
 2362    1979      32
 2363     957       5
 2363    2409      23
 2363    2815      39
 2364    4523      36
 2365    1993      50
 2366    1124      51
 2366    2665       3
 2367    2437      51
 2368     783      28
 2368    4236      13
 2369    1727       1
 2369    2196      26
 2369    3326      42
 2370    3014      37
 2370    4248      29
 2370    4261      12
 2372    2163      45
 2372    3369      22
 2372    3752      30
 2372    4372      58
 2373    4233      37
 2374     815      43
 2374    1820      29
 2374    4389      32
 2376     982      20
 2376    1118      11
 2377    1097       5
